timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2019-01-12 00:00:00.000,-0.871582,-0.10375999999999999,-0.352051,-1.070068,0.168213,-0.09399400000000001,6
2019-01-12 00:00:00.020,-0.9433590000000001,0.007812,-0.27050799999999997,-1.140625,-0.094971,0.015381,6
2019-01-12 00:00:00.040,-1.041748,0.069092,-0.31543000000000004,-1.019531,-0.159912,-0.144775,6
2019-01-12 00:00:00.060,-1.1333010000000001,0.018555000000000002,-0.313477,-0.958252,-0.141602,-0.159668,6
2019-01-12 00:00:00.080,-1.087646,-0.022461000000000002,-0.27124000000000004,-0.8967290000000001,-0.13183599999999998,-0.0354,6
2019-01-12 00:00:00.100,-1.017578,-0.060059,-0.29492199999999996,-0.9313959999999999,-0.184082,0.046387,6
2019-01-12 00:00:00.120,-0.9936520000000001,-0.069824,-0.32006799999999996,-0.986084,-0.169678,0.043701,6
2019-01-12 00:00:00.140,-0.9980469999999999,-0.043945,-0.295654,-0.979248,-0.052002,0.027344,6
2019-01-12 00:00:00.160,-1.005615,0.005615,-0.286621,-0.9716799999999999,0.08374,0.040039,6
2019-01-12 00:00:00.180,-1.025391,0.021240000000000002,-0.290771,-0.945801,0.10082999999999999,0.04541,6
2019-01-12 00:00:00.200,-1.032959,0.007324,-0.277344,-0.9155270000000001,-0.026367,0.016846,6
2019-01-12 00:00:00.220,-1.03125,-0.001709,-0.289551,-0.96875,-0.145264,-0.010986,6
2019-01-12 00:00:00.240,-1.03125,0.001953,-0.29834,-1.003418,-0.1875,-0.019287000000000002,6
2019-01-12 00:00:00.260,-1.033447,-0.008789,-0.296875,-0.975342,-0.159912,-0.008789,6
2019-01-12 00:00:00.280,-1.02417,-0.01709,-0.29443400000000003,-0.968018,-0.084961,0.003662,6
2019-01-12 00:00:00.300,-1.0043950000000001,-0.017822,-0.306396,-0.9619139999999999,-0.029297000000000007,-0.009766,6
2019-01-12 00:00:00.320,-0.9985350000000001,-0.005615,-0.313721,-0.949219,-0.06957999999999999,-0.004639,6
2019-01-12 00:00:00.340,-0.997559,0.001221,-0.3125,-0.958008,-0.12646500000000002,0.018311,6
2019-01-12 00:00:00.360,-1.0078120000000002,0.0,-0.3125,-0.9787600000000001,-0.168701,0.023438,6
2019-01-12 00:00:00.380,-1.024902,0.0,-0.31005900000000003,-0.9816889999999999,-0.187256,0.028564,6
2019-01-12 00:00:00.400,-1.042969,0.0,-0.325439,-0.960205,-0.08984400000000001,0.008545,6
2019-01-12 00:00:00.420,-1.050049,0.0,-0.317871,-0.950684,0.028564,-0.009766,6
2019-01-12 00:00:00.440,-1.0354,0.0,-0.311523,-0.953125,0.052734,-0.011719,6
2019-01-12 00:00:00.460,-1.032471,0.0,-0.3125,-0.9516600000000001,0.023926,0.000732,6
2019-01-12 00:00:00.480,-1.019287,0.0,-0.31445300000000004,-0.9589840000000001,-0.030029000000000007,0.0058590000000000005,6
2019-01-12 00:00:00.500,-1.01709,0.0,-0.298096,-0.9709469999999999,-0.10986300000000004,0.016357,6
2019-01-12 00:00:00.520,-1.000977,0.0,-0.308838,-0.9699709999999999,-0.122803,0.021240000000000002,6
2019-01-12 00:00:00.540,-1.012207,0.0,-0.312744,-0.9628909999999999,-0.076172,0.033447000000000005,6
2019-01-12 00:00:00.560,-1.0158690000000001,0.001709,-0.314209,-0.950684,-0.066162,0.032471,6
2019-01-12 00:00:00.580,-1.015625,-0.013184,-0.297363,-0.9543459999999999,-0.071777,0.025635,6
2019-01-12 00:00:00.600,-1.01709,-0.015625,-0.311523,-0.9462889999999999,-0.029785000000000002,0.014403999999999997,6
2019-01-12 00:00:00.620,-1.001709,-0.015625,-0.29882800000000004,-0.939209,-0.013916,0.01001,6
2019-01-12 00:00:00.640,-0.9985350000000001,-0.015625,-0.296631,-0.960693,-0.044189,-0.0021969999999999997,6
2019-01-12 00:00:00.660,-1.01416,-0.015625,-0.296875,-0.972168,-0.068115,-0.000977,6
2019-01-12 00:00:00.680,-1.015625,-0.015625,-0.296875,-0.962158,-0.055908000000000006,0.002686,6
2019-01-12 00:00:00.700,-1.015625,-0.016113,-0.296143,-0.9545899999999999,-0.047363,0.0271,6
2019-01-12 00:00:00.720,-1.0151370000000002,-0.000244,-0.312256,-0.976074,-0.075928,0.057616999999999995,6
2019-01-12 00:00:00.740,-1.0310059999999999,0.0,-0.296875,-0.987549,-0.095459,0.062988,6
2019-01-12 00:00:00.760,-1.015625,0.0,-0.3125,-0.979248,-0.06591799999999999,0.029541,6
2019-01-12 00:00:00.780,-1.0314940000000001,-0.015869,-0.3125,-0.966309,-0.042236,-0.007812,6
2019-01-12 00:00:00.800,-1.030518,-0.015625,-0.3125,-0.969727,-0.046875,0.002686,6
2019-01-12 00:00:00.820,-1.014648,-0.015625,-0.3125,-0.964844,-0.046875,0.02417,6
2019-01-12 00:00:00.840,-1.015625,-0.015625,-0.3125,-0.946045,-0.047607,0.06640599999999999,6
2019-01-12 00:00:00.860,-1.0153809999999999,-0.015625,-0.3125,-0.934082,-0.042236,0.096924,6
2019-01-12 00:00:00.880,-1.017334,-0.013916,-0.312256,-0.941895,-0.028808999999999998,0.071289,6
2019-01-12 00:00:00.900,-1.0307620000000002,0.001465,-0.31445300000000004,-0.9553219999999999,-0.031982,0.061035,6
2019-01-12 00:00:00.920,-1.013916,0.000244,-0.32959,-0.953125,-0.025879000000000003,0.057129,6
2019-01-12 00:00:00.940,-1.015625,-0.002686,-0.328125,-0.953125,-0.016602000000000002,0.048827999999999996,6
2019-01-12 00:00:00.960,-1.015625,-0.014159999999999999,-0.328125,-0.953125,-0.037598,0.06543,6
2019-01-12 00:00:00.980,-1.015625,-0.000977,-0.328369,-0.952148,-0.049072000000000005,0.058105,6
2019-01-12 00:00:01.000,-1.015625,-0.017578,-0.324219,-0.957764,-0.047607,0.04541,6
2019-01-12 00:00:01.020,-1.015625,-0.015625,-0.313721,-0.9667969999999999,-0.042725,0.042725,6
