timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2019-01-12 00:00:00.000,-1.0,-0.071289,-0.215332,-0.99707,-0.124268,0.142334,6
2019-01-12 00:00:00.020,-1.0,-0.084473,-0.2104489999999999,-0.964844,-0.107422,0.160645,6
2019-01-12 00:00:00.040,-0.997559,-0.111328,-0.199219,-0.971191,-0.1088869999999999,0.170898,6
2019-01-12 00:00:00.060,-1.006592,-0.1391599999999999,-0.209717,-0.986084,-0.112061,0.154297,6
2019-01-12 00:00:00.080,-1.030029,-0.1401369999999999,-0.22876,-0.98584,-0.127441,0.155029,6
2019-01-12 00:00:00.100,-1.024902,-0.1008299999999999,-0.238037,-0.977539,-0.119141,0.161133,6
2019-01-12 00:00:00.120,-0.968994,-0.0625,-0.232422,-0.91748,-0.118408,0.19873,6
2019-01-12 00:00:00.140,-0.923584,-0.056641,-0.199951,-0.789062,-0.193604,0.2636719999999999,6
2019-01-12 00:00:00.160,-0.8808590000000001,-0.118408,-0.1496579999999999,-0.5588380000000001,-0.305908,0.349609,6
2019-01-12 00:00:00.180,-0.783447,-0.2062989999999999,-0.095215,-0.38916,-0.391846,0.336426,6
2019-01-12 00:00:00.200,-0.62085,-0.183838,-0.082275,-0.445068,-0.135498,0.200439,6
2019-01-12 00:00:00.220,-0.4443359999999999,-0.082764,-0.108643,-0.626953,0.244141,-0.043457,6
2019-01-12 00:00:00.240,-0.377197,-0.0395509999999999,-0.156006,-0.780762,0.337402,-0.17334,6
2019-01-12 00:00:00.260,-0.499756,-0.0754389999999999,-0.32959,-1.063721,-0.0617679999999999,-0.168213,6
2019-01-12 00:00:00.280,-0.948486,-0.062744,-0.4719239999999999,-1.189697,-0.520752,-0.1318359999999999,6
2019-01-12 00:00:00.300,-1.331543,0.043457,-0.405029,-1.110352,-0.518066,0.090088,6
2019-01-12 00:00:00.320,-1.1921389999999998,0.08667,-0.321289,-1.54248,-0.3730469999999999,0.256104,6
